,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,cloudcover,uvindex,severerisk,num_date,preciptype_freezingrain,"preciptype_freezingrain,snow","preciptype_freezingrain,snow,ice",preciptype_none,preciptype_rain,"preciptype_rain,freezingrain","preciptype_rain,freezingrain,snow","preciptype_rain,snow","preciptype_rain,snow,ice",preciptype_snow
1821,72.9,54.2,62.5,72.9,54.2,62.5,46.3,56.0,0.0,0.0,0.0,0.0,38.6,5,0.0,281,0,0,0,1,0,0,0,0,0,0
1822,72.9,54.2,62.5,72.9,54.2,62.5,46.3,56.0,0.0,0.0,0.0,0.0,38.6,5,0.0,281,0,0,0,1,0,0,0,0,0,0
1823,72.9,54.2,62.5,72.9,54.2,62.5,46.3,56.0,0.0,0.0,0.0,0.0,38.6,5,0.0,281,0,0,0,1,0,0,0,0,0,0
1824,63.7,46.7,55.2,63.7,44.2,54.7,42.7,65.4,0.0,0.0,0.0,0.0,22.0,6,0.0,282,0,0,0,1,0,0,0,0,0,0
1825,69.8,62.1,64.8,69.8,62.1,64.8,61.8,90.3,0.016,8.33,0.0,0.0,90.3,2,0.0,285,0,0,0,0,1,0,0,0,0,0
1826,69.8,62.1,64.8,69.8,62.1,64.8,61.8,90.3,0.016,8.33,0.0,0.0,90.3,2,0.0,285,0,0,0,0,1,0,0,0,0,0
1827,69.8,62.1,64.8,69.8,62.1,64.8,61.8,90.3,0.016,8.33,0.0,0.0,90.3,2,0.0,285,0,0,0,0,1,0,0,0,0,0
1828,69.0,58.1,61.8,69.0,58.1,61.8,55.3,80.0,0.008,4.17,0.0,0.0,90.7,3,0.0,286,0,0,0,0,1,0,0,0,0,0
1829,69.0,58.1,61.8,69.0,58.1,61.8,55.3,80.0,0.008,4.17,0.0,0.0,90.7,3,0.0,286,0,0,0,0,1,0,0,0,0,0
1830,69.0,58.1,61.8,69.0,58.1,61.8,55.3,80.0,0.008,4.17,0.0,0.0,90.7,3,0.0,286,0,0,0,0,1,0,0,0,0,0
1831,63.7,51.5,57.6,63.7,51.5,57.6,45.9,67.6,0.079,8.33,0.0,0.0,53.8,6,0.0,287,0,0,0,0,1,0,0,0,0,0
1832,63.7,51.5,57.6,63.7,51.5,57.6,45.9,67.6,0.079,8.33,0.0,0.0,53.8,6,0.0,287,0,0,0,0,1,0,0,0,0,0
1833,71.4,47.2,60.4,71.4,43.8,60.0,45.5,59.6,0.147,16.67,0.0,0.0,56.5,5,0.0,289,0,0,0,0,1,0,0,0,0,0
1834,53.3,42.8,48.1,53.3,41.3,46.1,37.6,70.9,0.243,33.33,0.0,0.0,62.4,6,0.0,290,0,0,0,0,1,0,0,0,0,0
1835,53.3,42.8,48.1,53.3,41.3,46.1,37.6,70.9,0.243,33.33,0.0,0.0,62.4,6,0.0,290,0,0,0,0,1,0,0,0,0,0
1836,57.6,31.1,45.8,57.6,25.5,44.4,28.1,54.6,0.0,0.0,0.0,0.0,13.9,6,0.0,291,0,0,0,1,0,0,0,0,0,0
1837,56.5,50.3,54.3,56.5,50.3,54.3,48.2,81.5,0.452,41.67,0.0,0.0,100.0,1,0.0,293,0,0,0,0,1,0,0,0,0,0
1838,56.5,50.3,54.3,56.5,50.3,54.3,48.2,81.5,0.452,41.67,0.0,0.0,100.0,1,0.0,293,0,0,0,0,1,0,0,0,0,0
1839,60.3,55.6,58.0,60.3,55.6,58.0,56.1,93.5,0.077,33.33,0.0,0.0,98.2,1,0.0,294,0,0,0,0,1,0,0,0,0,0
1840,74.9,55.9,64.6,74.9,55.9,64.6,59.0,83.6,0.0,0.0,0.0,0.0,61.4,5,0.0,295,0,0,0,1,0,0,0,0,0,0
1841,78.1,57.2,67.4,78.1,57.2,67.4,57.2,73.5,0.0,0.0,0.0,0.0,21.8,5,0.0,296,0,0,0,1,0,0,0,0,0,0
1842,77.9,56.9,67.4,77.9,56.9,67.4,54.9,65.7,0.0,0.0,0.0,0.0,14.2,5,0.0,297,0,0,0,1,0,0,0,0,0,0
1843,51.8,38.9,44.3,51.8,34.7,41.4,36.8,75.5,0.041,8.33,0.0,0.0,81.7,3,0.0,299,0,0,0,0,1,0,0,0,0,0
1844,55.3,44.9,50.1,55.3,42.5,49.4,46.8,88.2,0.009,8.33,0.0,0.0,100.0,2,0.0,300,0,0,0,0,1,0,0,0,0,0
1845,50.7,45.7,47.8,50.7,41.8,46.7,43.2,84.3,0.019,12.5,0.0,0.0,99.7,2,0.0,301,0,0,0,0,1,0,0,0,0,0
1846,50.7,46.1,48.5,50.7,40.8,45.4,47.5,96.3,0.995,79.17,0.0,0.0,100.0,1,0.0,303,0,0,0,0,1,0,0,0,0,0
1847,44.9,37.4,42.5,43.3,32.5,37.9,38.4,85.8,0.23,41.67,0.0,0.0,99.6,1,0.0,304,0,0,0,0,1,0,0,0,0,0
1848,44.9,37.4,42.5,43.3,32.5,37.9,38.4,85.8,0.23,41.67,0.0,0.0,99.6,1,0.0,304,0,0,0,0,1,0,0,0,0,0
1849,44.9,37.4,42.5,43.3,32.5,37.9,38.4,85.8,0.23,41.67,0.0,0.0,99.6,1,0.0,304,0,0,0,0,1,0,0,0,0,0
1850,48.7,27.9,38.8,45.2,24.0,36.1,29.8,72.0,0.0,0.0,0.0,0.0,13.4,5,0.0,305,0,0,0,1,0,0,0,0,0,0
1851,53.3,32.7,43.8,53.3,21.7,38.4,32.0,64.1,0.038,8.33,0.0,0.0,66.4,5,0.0,306,0,0,0,0,1,0,0,0,0,0
1852,53.3,32.7,43.8,53.3,21.7,38.4,32.0,64.1,0.038,8.33,0.0,0.0,66.4,5,0.0,306,0,0,0,0,1,0,0,0,0,0
1853,42.1,30.6,36.2,35.2,20.1,27.3,20.8,55.6,0.006,12.5,0.0,0.4,72.6,5,0.0,307,0,0,0,0,0,0,0,1,0,0
1854,55.4,36.7,45.2,55.4,27.9,40.5,23.8,42.8,0.0,0.0,0.0,0.0,4.2,5,0.0,308,0,0,0,1,0,0,0,0,0,0
1855,55.4,36.7,45.2,55.4,27.9,40.5,23.8,42.8,0.0,0.0,0.0,0.0,4.2,5,0.0,308,0,0,0,1,0,0,0,0,0,0
1856,55.4,36.7,45.2,55.4,27.9,40.5,23.8,42.8,0.0,0.0,0.0,0.0,4.2,5,0.0,308,0,0,0,1,0,0,0,0,0,0
1857,55.4,36.7,45.2,55.4,27.9,40.5,23.8,42.8,0.0,0.0,0.0,0.0,4.2,5,0.0,308,0,0,0,1,0,0,0,0,0,0
1858,55.4,36.7,45.2,55.4,27.9,40.5,23.8,42.8,0.0,0.0,0.0,0.0,4.2,5,0.0,308,0,0,0,1,0,0,0,0,0,0
1859,67.6,40.5,53.8,67.6,35.6,51.9,32.0,45.1,0.0,0.0,0.0,0.0,0.6,5,0.0,309,0,0,0,1,0,0,0,0,0,0
1860,67.6,40.5,53.8,67.6,35.6,51.9,32.0,45.1,0.0,0.0,0.0,0.0,0.6,5,0.0,309,0,0,0,1,0,0,0,0,0,0
1861,67.6,40.5,53.8,67.6,35.6,51.9,32.0,45.1,0.0,0.0,0.0,0.0,0.6,5,0.0,309,0,0,0,1,0,0,0,0,0,0
1862,68.0,46.2,56.9,68.0,42.4,55.8,37.1,48.4,0.0,0.0,0.0,0.0,19.9,4,0.0,310,0,0,0,1,0,0,0,0,0,0
1863,68.0,46.2,56.9,68.0,42.4,55.8,37.1,48.4,0.0,0.0,0.0,0.0,19.9,4,0.0,310,0,0,0,1,0,0,0,0,0,0
1864,68.0,45.1,56.9,68.0,41.1,56.2,40.1,54.8,0.0,0.0,0.0,0.0,7.9,4,0.0,311,0,0,0,1,0,0,0,0,0,0
1865,68.0,45.1,56.9,68.0,41.1,56.2,40.1,54.8,0.0,0.0,0.0,0.0,7.9,4,0.0,311,0,0,0,1,0,0,0,0,0,0
1866,71.0,41.3,56.2,71.0,37.6,55.5,40.4,58.8,0.0,0.0,0.0,0.0,5.5,4,0.0,312,0,0,0,1,0,0,0,0,0,0
1867,71.0,41.3,56.2,71.0,37.6,55.5,40.4,58.8,0.0,0.0,0.0,0.0,5.5,4,0.0,312,0,0,0,1,0,0,0,0,0,0
1868,73.7,43.1,58.0,73.7,42.5,57.8,40.8,56.2,0.0,0.0,0.0,0.0,2.6,4,0.0,313,0,0,0,1,0,0,0,0,0,0
1869,73.4,45.5,59.7,73.4,42.9,59.3,45.7,61.2,0.0,0.0,0.0,0.0,1.7,4,0.0,314,0,0,0,1,0,0,0,0,0,0
1870,75.8,54.0,64.9,75.8,54.0,64.9,51.2,62.3,0.0,0.0,0.0,0.0,8.3,4,0.0,315,0,0,0,1,0,0,0,0,0,0
1871,75.8,54.0,64.9,75.8,54.0,64.9,51.2,62.3,0.0,0.0,0.0,0.0,8.3,4,0.0,315,0,0,0,1,0,0,0,0,0,0
1872,75.8,54.0,64.9,75.8,54.0,64.9,51.2,62.3,0.0,0.0,0.0,0.0,8.3,4,0.0,315,0,0,0,1,0,0,0,0,0,0
1873,75.8,54.0,64.9,75.8,54.0,64.9,51.2,62.3,0.0,0.0,0.0,0.0,8.3,4,0.0,315,0,0,0,1,0,0,0,0,0,0
1874,75.8,54.0,64.9,75.8,54.0,64.9,51.2,62.3,0.0,0.0,0.0,0.0,8.3,4,0.0,315,0,0,0,1,0,0,0,0,0,0
1875,52.0,39.7,45.7,52.0,35.2,43.0,35.8,69.1,0.0,0.0,0.0,0.0,25.9,4,0.0,317,0,0,0,1,0,0,0,0,0,0
1876,53.2,33.0,42.8,53.2,28.4,40.1,32.8,69.9,0.0,0.0,0.0,0.0,25.7,4,0.0,318,0,0,0,1,0,0,0,0,0,0
1877,53.2,33.0,42.8,53.2,28.4,40.1,32.8,69.9,0.0,0.0,0.0,0.0,25.7,4,0.0,318,0,0,0,1,0,0,0,0,0,0
1878,41.7,30.7,35.8,35.9,22.5,28.4,25.8,67.4,0.016,12.5,0.0,0.1,88.3,2,0.0,322,0,0,0,0,0,0,0,1,0,0
1879,41.7,30.7,35.8,35.9,22.5,28.4,25.8,67.4,0.016,12.5,0.0,0.1,88.3,2,0.0,322,0,0,0,0,0,0,0,1,0,0
1880,40.9,30.7,34.2,36.3,23.2,28.3,19.5,55.2,0.0,0.0,0.0,0.3,53.7,4,0.0,323,0,0,0,1,0,0,0,0,0,0
1881,62.6,30.8,47.4,62.6,23.1,44.2,21.5,39.3,0.0,0.0,0.0,0.0,22.1,4,0.0,324,0,0,0,1,0,0,0,0,0,0
1882,62.6,30.8,47.4,62.6,23.1,44.2,21.5,39.3,0.0,0.0,0.0,0.0,22.1,4,0.0,324,0,0,0,1,0,0,0,0,0,0
1883,62.6,30.8,47.4,62.6,23.1,44.2,21.5,39.3,0.0,0.0,0.0,0.0,22.1,4,0.0,324,0,0,0,1,0,0,0,0,0,0
1884,63.4,52.6,57.9,63.4,52.6,57.9,31.3,36.9,0.0,0.0,0.0,0.0,45.1,4,0.0,325,0,0,0,1,0,0,0,0,0,0
1885,58.8,39.2,47.6,58.8,35.2,45.9,41.6,80.7,0.398,37.5,0.0,0.0,89.5,2,0.0,327,0,0,0,0,1,0,0,0,0,0
1886,58.8,39.2,47.6,58.8,35.2,45.9,41.6,80.7,0.398,37.5,0.0,0.0,89.5,2,0.0,327,0,0,0,0,1,0,0,0,0,0
1887,58.8,39.2,47.6,58.8,35.2,45.9,41.6,80.7,0.398,37.5,0.0,0.0,89.5,2,0.0,327,0,0,0,0,1,0,0,0,0,0
1888,58.8,39.2,47.6,58.8,35.2,45.9,41.6,80.7,0.398,37.5,0.0,0.0,89.5,2,0.0,327,0,0,0,0,1,0,0,0,0,0
1889,41.8,31.3,37.7,41.0,27.2,34.8,27.7,67.2,0.0,0.0,0.0,0.0,68.6,3,0.0,329,0,0,0,1,0,0,0,0,0,0
1890,54.3,48.1,51.3,54.3,46.3,50.8,46.9,84.7,0.105,8.33,0.0,0.0,95.4,2,0.0,331,0,0,0,0,1,0,0,0,0,0
1891,54.3,48.1,51.3,54.3,46.3,50.8,46.9,84.7,0.105,8.33,0.0,0.0,95.4,2,0.0,331,0,0,0,0,1,0,0,0,0,0
1892,49.9,43.0,47.0,47.4,40.7,45.3,42.7,85.5,0.016,8.33,0.0,0.0,93.3,2,0.0,332,0,0,0,0,1,0,0,0,0,0
1893,45.7,35.8,41.4,41.7,30.8,37.2,30.5,66.7,0.0,0.0,0.0,0.0,41.3,4,0.0,333,0,0,0,1,0,0,0,0,0,0
1894,52.0,29.0,40.8,52.0,23.1,37.8,26.6,59.2,0.0,0.0,0.0,0.0,11.9,4,0.0,334,0,0,0,1,0,0,0,0,0,0
1895,52.0,29.0,40.8,52.0,23.1,37.8,26.6,59.2,0.0,0.0,0.0,0.0,11.9,4,0.0,334,0,0,0,1,0,0,0,0,0,0
1896,52.0,29.0,40.8,52.0,23.1,37.8,26.6,59.2,0.0,0.0,0.0,0.0,11.9,4,0.0,334,0,0,0,1,0,0,0,0,0,0
1897,44.9,34.9,41.0,44.9,26.7,36.3,37.2,87.6,0.386,70.83,0.1,0.0,93.7,1,0.0,335,0,0,0,0,0,0,0,1,0,0
1898,44.9,34.9,41.0,44.9,26.7,36.3,37.2,87.6,0.386,70.83,0.1,0.0,93.7,1,0.0,335,0,0,0,0,0,0,0,1,0,0
1899,44.9,34.9,41.0,44.9,26.7,36.3,37.2,87.6,0.386,70.83,0.1,0.0,93.7,1,0.0,335,0,0,0,0,0,0,0,1,0,0
1900,44.9,34.9,41.0,44.9,26.7,36.3,37.2,87.6,0.386,70.83,0.1,0.0,93.7,1,0.0,335,0,0,0,0,0,0,0,1,0,0
1905,38.1,25.5,32.2,32.0,16.1,24.3,23.8,72.6,0.0,0.0,0.0,0.5,43.9,4,0.0,338,0,0,0,1,0,0,0,0,0,0
1906,42.2,36.3,39.1,36.2,29.9,33.5,29.7,71.0,0.038,20.83,0.0,0.2,95.7,1,0.0,339,0,0,0,0,1,0,0,0,0,0
1907,38.0,33.0,36.3,33.0,25.4,30.1,31.2,82.4,0.0,0.0,0.0,0.0,96.3,1,0.0,340,0,0,0,1,0,0,0,0,0,0
1908,38.0,33.0,36.3,33.0,25.4,30.1,31.2,82.4,0.0,0.0,0.0,0.0,96.3,1,0.0,340,0,0,0,1,0,0,0,0,0,0
1909,32.7,29.8,30.5,26.2,21.7,24.0,22.2,71.1,0.0,0.0,0.0,0.0,100.0,1,0.0,341,0,0,0,1,0,0,0,0,0,0
1910,32.7,29.8,30.5,26.2,21.7,24.0,22.2,71.1,0.0,0.0,0.0,0.0,100.0,1,0.0,341,0,0,0,1,0,0,0,0,0,0
1911,31.1,27.8,29.1,28.3,19.7,23.1,19.6,67.3,0.0,0.0,0.0,0.0,93.9,1,0.0,342,0,0,0,1,0,0,0,0,0,0
1912,31.1,27.8,29.1,28.3,19.7,23.1,19.6,67.3,0.0,0.0,0.0,0.0,93.9,1,0.0,342,0,0,0,1,0,0,0,0,0,0
1913,32.4,29.4,31.4,26.2,21.0,23.3,21.4,66.1,0.0,0.0,0.0,0.0,96.8,1,0.0,343,0,0,0,1,0,0,0,0,0,0
1914,39.4,29.3,34.2,39.4,18.9,27.5,25.9,71.4,0.0,0.0,0.0,0.0,90.4,1,0.0,344,0,0,0,1,0,0,0,0,0,0
1915,47.8,37.1,40.6,47.8,34.3,38.7,31.7,70.9,0.0,0.0,0.0,0.0,49.8,3,0.0,345,0,0,0,1,0,0,0,0,0,0
1916,61.7,32.5,47.1,61.7,25.9,44.6,33.0,61.0,0.0,0.0,0.0,0.0,17.5,3,0.0,346,0,0,0,1,0,0,0,0,0,0
1917,61.7,32.5,47.1,61.7,25.9,44.6,33.0,61.0,0.0,0.0,0.0,0.0,17.5,3,0.0,346,0,0,0,1,0,0,0,0,0,0
1918,58.4,43.1,51.4,58.4,39.7,50.1,40.2,66.2,0.031,16.67,0.0,0.0,75.8,3,0.0,347,0,0,0,0,1,0,0,0,0,0
1919,36.7,29.9,33.7,36.7,20.2,28.6,27.1,77.7,0.075,20.83,0.2,0.2,100.0,1,0.0,349,0,0,0,0,0,0,0,1,0,0
1920,36.7,29.9,33.7,36.7,20.2,28.6,27.1,77.7,0.075,20.83,0.2,0.2,100.0,1,0.0,349,0,0,0,0,0,0,0,1,0,0
1921,32.0,25.9,28.9,32.0,20.2,24.2,15.7,57.5,0.0,0.0,0.0,0.0,51.0,3,0.0,350,0,0,0,1,0,0,0,0,0,0
1922,32.0,25.9,28.9,32.0,20.2,24.2,15.7,57.5,0.0,0.0,0.0,0.0,51.0,3,0.0,350,0,0,0,1,0,0,0,0,0,0
1932,37.3,34.1,36.2,32.5,26.1,29.2,31.9,84.4,0.079,25.0,0.0,0.2,94.6,2,0.0,357,0,0,0,0,0,0,0,1,0,0
1938,46.2,32.4,40.2,39.4,24.5,33.3,28.2,62.6,0.0,0.0,0.0,0.2,95.3,3,0.0,363,0,0,0,1,0,0,0,0,0,0
1939,46.2,32.4,40.2,39.4,24.5,33.3,28.2,62.6,0.0,0.0,0.0,0.2,95.3,3,0.0,363,0,0,0,1,0,0,0,0,0,0
1940,46.2,32.4,40.2,39.4,24.5,33.3,28.2,62.6,0.0,0.0,0.0,0.2,95.3,3,0.0,363,0,0,0,1,0,0,0,0,0,0
1941,33.0,23.9,28.7,33.0,16.3,22.3,17.7,63.7,0.0,0.0,0.0,0.0,39.6,5,0.0,364,0,0,0,1,0,0,0,0,0,0
1942,33.0,23.9,28.7,33.0,16.3,22.3,17.7,63.7,0.0,0.0,0.0,0.0,39.6,5,0.0,364,0,0,0,1,0,0,0,0,0,0
1943,33.0,23.9,28.7,33.0,16.3,22.3,17.7,63.7,0.0,0.0,0.0,0.0,39.6,5,0.0,364,0,0,0,1,0,0,0,0,0,0
1944,45.7,30.2,33.4,39.5,24.6,29.1,29.2,84.7,0.246,41.67,0.1,0.1,98.1,2,0.0,366,0,0,0,0,0,0,0,1,0,0
1945,45.7,30.2,33.4,39.5,24.6,29.1,29.2,84.7,0.246,41.67,0.1,0.1,98.1,2,0.0,366,0,0,0,0,0,0,0,1,0,0
1946,50.4,28.1,34.8,50.4,20.1,28.5,30.5,84.5,0.668,33.33,0.0,0.0,77.2,1,0.0,1,0,0,0,0,0,0,0,1,0,0
1947,56.5,36.7,45.7,56.5,31.3,42.8,37.3,73.3,0.022,20.83,0.0,0.1,99.3,1,0.0,2,0,0,0,0,1,0,0,0,0,0
1948,40.5,35.1,37.5,39.0,28.2,33.9,35.6,92.6,0.4,50.0,0.0,0.2,94.7,1,0.0,3,0,0,0,0,1,0,0,0,0,0
1949,36.0,33.1,34.5,36.0,29.5,32.3,31.6,89.1,0.013,16.67,0.0,0.4,100.0,1,0.0,4,0,0,0,0,0,0,0,1,0,0
1950,36.0,33.1,34.5,36.0,29.5,32.3,31.6,89.1,0.013,16.67,0.0,0.4,100.0,1,0.0,4,0,0,0,0,0,0,0,1,0,0
1951,36.0,33.1,34.5,36.0,29.5,32.3,31.6,89.1,0.013,16.67,0.0,0.4,100.0,1,0.0,4,0,0,0,0,0,0,0,1,0,0
1952,36.0,33.1,34.5,36.0,29.5,32.3,31.6,89.1,0.013,16.67,0.0,0.4,100.0,1,0.0,4,0,0,0,0,0,0,0,1,0,0
1953,35.0,30.8,33.2,35.0,26.7,30.1,29.3,85.8,0.024,12.5,0.0,0.3,100.0,2,0.0,5,0,0,0,0,0,0,0,1,0,0
1954,35.0,30.8,33.2,35.0,26.7,30.1,29.3,85.8,0.024,12.5,0.0,0.3,100.0,2,0.0,5,0,0,0,0,0,0,0,1,0,0
1955,35.4,28.9,32.3,30.9,20.5,26.2,25.0,74.3,0.0,0.0,0.0,0.1,94.3,1,0.0,7,0,0,0,1,0,0,0,0,0,0
1956,35.4,28.9,32.3,30.9,20.5,26.2,25.0,74.3,0.0,0.0,0.0,0.1,94.3,1,0.0,7,0,0,0,1,0,0,0,0,0,0
1957,32.5,26.0,28.0,32.5,17.8,22.2,22.4,79.4,0.0,0.0,0.0,0.0,59.4,3,0.0,8,0,0,0,1,0,0,0,0,0,0
1958,36.7,21.2,28.6,31.4,13.6,22.2,20.2,72.2,0.0,0.0,0.0,0.0,39.2,4,0.0,9,0,0,0,1,0,0,0,0,0,0
1959,39.0,26.8,31.9,33.1,21.0,27.3,23.8,73.0,0.0,0.0,0.0,0.0,65.8,3,0.0,11,0,0,0,1,0,0,0,0,0,0
1960,39.0,26.8,31.9,33.1,21.0,27.3,23.8,73.0,0.0,0.0,0.0,0.0,65.8,3,0.0,11,0,0,0,1,0,0,0,0,0,0
1961,43.4,23.7,33.2,38.2,15.0,25.9,24.4,71.2,0.0,0.0,0.0,0.0,61.0,4,0.0,13,0,0,0,1,0,0,0,0,0,0
1962,45.0,34.1,39.8,42.4,31.5,35.9,27.3,61.3,0.0,0.0,0.0,0.1,61.3,4,0.0,14,0,0,0,1,0,0,0,0,0,0
1963,45.0,34.1,39.8,42.4,31.5,35.9,27.3,61.3,0.0,0.0,0.0,0.1,61.3,4,0.0,14,0,0,0,1,0,0,0,0,0,0
1964,46.1,30.4,38.3,40.1,25.2,32.7,27.6,68.0,0.096,25.0,0.0,0.1,48.6,3,0.0,15,0,0,0,0,0,0,0,1,0,0
1965,32.1,26.2,29.7,30.6,19.7,25.1,28.2,94.3,0.128,37.5,0.2,0.0,87.9,1,0.0,16,0,0,0,0,0,0,0,1,0,0
1966,32.1,26.2,29.7,30.6,19.7,25.1,28.2,94.3,0.128,37.5,0.2,0.0,87.9,1,0.0,16,0,0,0,0,0,0,0,1,0,0
1967,32.1,26.2,29.7,30.6,19.7,25.1,28.2,94.3,0.128,37.5,0.2,0.0,87.9,1,0.0,16,0,0,0,0,0,0,0,1,0,0
1968,34.3,29.9,32.4,27.4,20.0,24.4,29.2,87.9,0.02,33.33,0.2,0.2,100.0,2,0.0,17,0,0,0,0,0,0,0,1,0,0
1969,31.9,28.9,30.4,24.0,18.6,21.4,25.6,82.3,0.031,20.83,0.4,0.1,100.0,1,0.0,18,0,0,0,0,0,0,0,1,0,0
1970,31.9,28.9,30.4,24.0,18.6,21.4,25.6,82.3,0.031,20.83,0.4,0.1,100.0,1,0.0,18,0,0,0,0,0,0,0,1,0,0
1971,31.9,28.9,30.4,24.0,18.6,21.4,25.6,82.3,0.031,20.83,0.4,0.1,100.0,1,0.0,18,0,0,0,0,0,0,0,1,0,0
1972,36.2,29.0,32.2,28.8,18.9,23.8,22.1,67.0,0.001,4.17,0.0,0.1,76.2,4,0.0,19,0,0,0,0,0,0,0,1,0,0
1973,36.2,29.0,32.2,28.8,18.9,23.8,22.1,67.0,0.001,4.17,0.0,0.1,76.2,4,0.0,19,0,0,0,0,0,0,0,1,0,0
1974,36.2,29.0,32.2,28.8,18.9,23.8,22.1,67.0,0.001,4.17,0.0,0.1,76.2,4,0.0,19,0,0,0,0,0,0,0,1,0,0
1975,42.9,19.9,34.0,36.1,10.4,24.9,21.0,59.5,0.0,0.0,0.0,0.0,23.0,4,0.0,21,0,0,0,1,0,0,0,0,0,0
1976,24.9,17.5,21.0,20.0,4.8,12.6,9.4,60.6,0.002,4.17,0.0,0.1,71.6,3,0.0,23,0,0,0,0,0,0,0,0,0,1
1977,24.9,17.5,21.0,20.0,4.8,12.6,9.4,60.6,0.002,4.17,0.0,0.1,71.6,3,0.0,23,0,0,0,0,0,0,0,0,0,1
1978,33.8,26.0,29.6,33.8,22.2,26.8,26.9,89.5,0.024,16.67,0.0,0.1,100.0,1,0.0,25,0,0,0,0,0,0,0,1,0,0
1979,43.3,31.6,36.4,36.3,22.4,28.9,33.2,88.6,0.096,41.67,0.0,0.0,100.0,1,0.0,26,0,0,0,0,0,0,0,1,0,0
1980,34.4,26.0,29.4,26.9,16.1,21.7,21.4,72.0,0.0,0.0,0.0,0.0,96.7,1,0.0,27,0,0,0,1,0,0,0,0,0,0
1981,34.4,26.0,29.4,26.9,16.1,21.7,21.4,72.0,0.0,0.0,0.0,0.0,96.7,1,0.0,27,0,0,0,1,0,0,0,0,0,0
1982,25.8,17.9,22.0,14.9,6.0,10.3,12.5,66.6,0.006,16.67,0.0,0.2,87.1,2,0.0,28,0,0,0,0,0,0,0,0,0,1
1983,25.8,17.8,20.2,15.2,4.3,9.9,9.8,64.3,0.0,0.0,0.0,0.2,69.8,3,0.0,29,0,0,0,1,0,0,0,0,0,0
1984,25.8,17.8,20.2,15.2,4.3,9.9,9.8,64.3,0.0,0.0,0.0,0.2,69.8,3,0.0,29,0,0,0,1,0,0,0,0,0,0
1985,25.8,17.8,20.2,15.2,4.3,9.9,9.8,64.3,0.0,0.0,0.0,0.2,69.8,3,0.0,29,0,0,0,1,0,0,0,0,0,0
1986,25.8,17.8,20.2,15.2,4.3,9.9,9.8,64.3,0.0,0.0,0.0,0.2,69.8,3,0.0,29,0,0,0,1,0,0,0,0,0,0
1987,32.7,26.9,29.2,23.9,16.7,20.4,24.1,82.0,0.211,58.33,0.6,0.2,99.7,1,0.0,31,0,0,0,0,0,0,0,1,0,0
1997,38.4,28.7,32.8,30.5,17.6,23.1,23.9,70.0,0.044,20.83,0.3,0.5,97.1,2,0.0,36,0,0,0,0,1,0,0,0,0,0
1998,38.4,28.7,32.8,30.5,17.6,23.1,23.9,70.0,0.044,20.83,0.3,0.5,97.1,2,0.0,36,0,0,0,0,1,0,0,0,0,0
1999,38.4,28.7,32.8,30.5,17.6,23.1,23.9,70.0,0.044,20.83,0.3,0.5,97.1,2,0.0,36,0,0,0,0,1,0,0,0,0,0
2000,38.4,28.7,32.8,30.5,17.6,23.1,23.9,70.0,0.044,20.83,0.3,0.5,97.1,2,0.0,36,0,0,0,0,1,0,0,0,0,0
2001,38.4,28.7,32.8,30.5,17.6,23.1,23.9,70.0,0.044,20.83,0.3,0.5,97.1,2,0.0,36,0,0,0,0,1,0,0,0,0,0
2002,30.7,22.3,27.0,29.7,9.9,18.8,11.4,53.1,0.002,4.17,0.0,0.5,26.3,5,0.0,37,0,0,0,0,0,0,0,0,0,1
2003,30.7,22.3,27.0,29.7,9.9,18.8,11.4,53.1,0.002,4.17,0.0,0.5,26.3,5,0.0,37,0,0,0,0,0,0,0,0,0,1
2004,27.4,13.3,22.0,19.6,2.2,13.0,9.0,57.3,0.0,0.0,0.0,0.5,51.0,5,0.0,38,0,0,0,1,0,0,0,0,0,0
2022,24.8,9.9,17.9,24.1,2.0,13.5,9.4,70.3,0.008,4.17,0.2,0.6,71.1,5,0.0,48,0,0,0,0,0,0,0,0,0,1
2023,24.8,9.9,17.9,24.1,2.0,13.5,9.4,70.3,0.008,4.17,0.2,0.6,71.1,5,0.0,48,0,0,0,0,0,0,0,0,0,1
2034,46.1,33.0,38.8,39.8,23.4,31.0,28.5,66.8,0.002,4.17,0.0,0.4,65.2,4,0.0,54,0,0,0,0,1,0,0,0,0,0
2035,46.1,33.0,38.8,39.8,23.4,31.0,28.5,66.8,0.002,4.17,0.0,0.4,65.2,4,0.0,54,0,0,0,0,1,0,0,0,0,0
2036,43.7,29.4,36.2,38.8,22.6,30.1,22.0,57.6,0.0,0.0,0.0,0.0,44.3,6,0.0,56,0,0,0,1,0,0,0,0,0,0
2037,43.3,26.7,36.3,38.8,26.1,31.8,21.6,56.6,0.0,0.0,0.0,0.0,37.8,4,0.0,57,0,0,0,1,0,0,0,0,0,0
2038,43.3,26.7,36.3,38.8,26.1,31.8,21.6,56.6,0.0,0.0,0.0,0.0,37.8,4,0.0,57,0,0,0,1,0,0,0,0,0,0
2039,50.8,40.2,44.9,50.8,33.2,41.4,37.3,74.8,0.019,12.5,0.0,0.0,77.2,3,0.0,58,0,0,0,0,1,0,0,0,0,0
2040,50.8,40.2,44.9,50.8,33.2,41.4,37.3,74.8,0.019,12.5,0.0,0.0,77.2,3,0.0,58,0,0,0,0,1,0,0,0,0,0
